Year,State,Overall Homeless,Overall Homeless - Under 18,Overall Homeless - Age 18 to 24,Overall Homeless - Over 24,Overall Homeless - Female,Overall Homeless - Male,Overall Homeless - Transgender,Overall Homeless - Gender that is not Singularly Female or Male,Overall Homeless - Non-Hispanic/Non-Latin(o)(a)(x),Overall Homeless - Hispanic/Latin(o)(a)(x),Overall Homeless - White,"Overall Homeless - Black, African American, or African",Overall Homeless - Asian or Asian American,"Overall Homeless - American Indian, Alaska Native, or Indigenous",Overall Homeless - Native Hawaiian or Other Pacific Islander,Overall Homeless - Multiple Races,Overall Homeless Veterans,Overall Homeless Veterans - Female,Overall Homeless Veterans - Male,Overall Homeless Veterans - Transgender,Overall Homeless Veterans - Gender that is not Singularly Female or Male,Overall Homeless Veterans - Non-Hispanic/Non-Latin(o)(a)(x),Overall Homeless Veterans - Hispanic/Latin(o)(a)(x),Overall Homeless Veterans - White,"Overall Homeless Veterans - Black, African American, or African",Overall Homeless Veterans - Asian or Asian American,"Overall Homeless Veterans - American Indian, Alaska Native, or Indigenous",Overall Homeless Veterans - Native Hawaiian or Other Pacific Islander,Overall Homeless Veterans - Multiple Races
2016,NJ,"8,895","2,086",850,"5,959","3,738","5,148",9,,"7,099","1,796","3,835","4,682",56,79,53,190,556,36,520,0,,505,51,243,294,6,5,0,8
2016,NM,"2,263",529,210,"1,524",848,"1,404",11,,"1,386",877,"1,273",181,18,576,16,199,214,15,198,1,,177,37,148,22,1,33,1,9
2016,NV,"7,398",639,"1,424","5,335","1,851","5,541",6,,"6,448",950,"4,329","2,196",189,167,132,385,851,105,746,0,,767,84,534,238,15,19,13,32
2016,NY,"86,352","30,122","8,816","47,414","41,147","44,980",225,,"47,224","39,128","19,365","55,779",945,659,"1,208","8,396","1,248",93,"1,154",1,,"1,079",169,583,628,6,9,5,17
2016,OH,"10,404","2,229",944,"7,231","4,046","6,337",21,,"10,071",333,"5,176","4,632",38,50,9,499,930,56,872,2,,915,15,499,400,3,10,1,17
2016,OK,"4,107",764,427,"2,916","1,615","2,490",2,,"3,893",214,"2,504",880,25,539,7,152,358,27,331,0,,345,13,233,80,0,36,0,9
2016,OR,"13,238","2,566","1,188","9,484","5,286","7,893",59,,"11,820","1,418","10,733",839,85,559,146,876,"1,341",144,"1,191",6,,"1,268",73,"1,122",84,2,62,14,57
2016,PA,"15,339","4,342","1,488","9,509","6,593","8,708",38,,"13,662","1,677","6,647","7,899",63,61,27,642,"1,136",85,"1,051",0,,"1,093",43,650,453,6,4,0,23
2016,PR,"4,418",377,228,"3,813","1,227","3,178",13,,118,"4,300","1,909",738,4,51,14,"1,702",146,8,138,0,,9,137,76,20,1,3,0,46
2016,RI,"1,160",195,89,876,421,738,1,,924,236,767,291,15,17,3,67,89,3,86,0,,80,9,66,17,0,0,0,6
2016,SC,"5,051",820,325,"3,906","1,791","3,257",3,,"4,924",127,"2,159","2,626",21,28,17,200,738,82,656,0,,729,9,319,394,1,3,1,20
2016,SD,"1,072",329,128,615,456,616,0,,"1,026",46,322,72,2,624,5,47,120,10,110,0,,116,4,52,11,0,52,0,5
2016,TN,"8,779","1,298",543,"6,938","3,060","5,700",19,,"8,541",238,"5,140","3,363",23,47,15,191,831,176,653,2,,825,6,419,394,1,0,1,16
2016,TX,"23,122","4,615","1,596","16,911","9,334","13,739",49,,"17,180","5,942","12,795","8,143",233,843,79,"1,029","1,768",166,"1,601",1,,"1,577",191,955,722,10,17,5,59
2016,UT,"2,807",638,179,"1,990","1,043","1,757",7,,"2,223",584,"2,239",242,29,147,32,118,335,21,312,2,,308,27,287,26,3,10,1,8
2016,VA,"6,268","1,432",478,"4,358","2,561","3,700",7,,"5,707",561,"2,545","3,337",84,37,11,254,515,56,459,0,,506,9,225,265,0,3,1,21
2016,VI,341,22,8,311,80,261,0,,304,37,51,257,1,6,1,25,32,1,31,0,,31,1,5,26,0,0,0,1
2016,VT,"1,117",263,125,729,474,640,3,,"1,040",77,968,88,6,12,0,43,110,5,105,0,,108,2,100,6,0,2,0,2
2016,WA,"20,827","4,038","1,767","15,022","7,992","12,781",54,,"17,864","2,963","12,298","4,069",470,"1,123",485,"2,382","1,484",133,"1,341",10,,"1,389",95,913,349,18,61,10,133
2016,WI,"5,685","1,809",558,"3,318","2,592","3,083",10,,"5,211",474,"3,030","2,041",45,204,13,352,415,19,396,0,,400,15,299,97,0,7,0,12
2016,WV,"1,387",220,110,"1,057",481,906,0,,"1,369",18,"1,112",216,1,6,1,51,143,7,136,0,,141,2,105,31,0,1,0,6
2016,WY,857,195,61,601,338,518,1,,736,121,660,39,2,128,0,28,87,2,85,0,,82,5,67,7,0,9,0,4
2017,AK,"1,845",305,186,"1,354",765,"1,075",4,1,"1,743",102,641,147,20,770,69,198,124,6,118,0,0,119,5,55,11,0,47,1,10
2017,AL,"3,793",528,300,"2,965","1,314","2,453",21,5,"3,721",72,"1,587","2,064",9,21,1,111,269,18,250,0,1,264,5,128,138,0,1,0,2
2017,AR,"2,467",265,209,"1,993",965,"1,499",3,0,"2,405",62,"1,447",892,9,24,7,88,239,37,202,0,0,235,4,134,91,2,3,0,9
2017,AS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017,AZ,"8,947","1,607",660,"6,680","3,331","5,592",22,2,"6,876","2,071","6,086","1,611",51,704,46,449,970,87,880,2,1,862,108,716,152,6,51,4,41
2017,CA,"131,532","14,207","13,276","104,049","42,750","87,609",793,380,"90,040","41,492","68,784","42,282","2,490","5,663","1,459","10,854","11,436","1,077","10,279",47,33,"9,522","1,914","6,257","3,453",212,562,134,818
2017,CO,"10,940","2,164",913,"7,863","4,014","6,866",37,23,"8,142","2,798","7,778","1,788",51,546,45,732,"1,078",96,974,3,5,944,134,767,206,3,54,3,45
2017,CT,"3,388",736,259,"2,393","1,313","2,054",8,13,"2,415",973,"1,752","1,343",34,22,43,194,191,15,176,0,0,170,21,103,79,3,2,1,3
2017,DC,"7,473","2,286",682,"4,505","3,226","4,209",36,2,"6,979",494,481,"6,712",40,25,21,194,285,25,258,2,0,277,8,33,239,0,3,3,7
2017,DE,994,240,69,685,431,562,1,0,912,82,398,544,4,1,5,42,91,9,82,0,0,90,1,44,44,1,0,0,2
2017,FL,"32,190","5,624","2,599","23,967","11,311","20,721",78,80,"27,442","4,748","18,593","11,954",122,278,109,"1,134","2,817",252,"2,563",1,1,"2,593",224,"1,871",851,5,26,5,59
2017,GA,"10,174","1,646",697,"7,831","3,878","6,239",53,4,"9,752",422,"2,805","6,902",37,73,19,338,712,137,574,1,0,690,22,208,470,2,4,1,27
2017,GU,852,350,84,418,409,442,1,0,813,39,15,3,39,0,762,33,24,5,19,0,0,18,6,2,2,1,0,16,3
2017,HI,"7,220","1,575",497,"5,148","2,951","4,241",23,5,"6,255",965,"1,594",255,656,106,"2,901","1,708",615,57,556,2,0,548,67,239,71,73,10,125,97
2017,IA,"2,756",829,240,"1,687","1,186","1,565",4,1,"2,551",205,"1,654",795,19,74,13,201,171,16,154,1,0,164,7,126,31,1,5,1,7
2017,ID,"2,037",443,153,"1,441",809,"1,221",6,1,"1,769",268,"1,795",75,17,60,15,75,228,16,211,1,0,218,10,203,4,2,8,3,8
2017,IL,"10,798","2,455","1,106","7,237","4,391","6,372",31,4,"9,739","1,059","3,916","6,375",78,68,20,341,864,48,816,0,0,827,37,302,535,2,5,1,19
2017,IN,"5,438","1,177",355,"3,906","2,204","3,226",8,0,"5,205",233,"3,283","1,877",30,44,20,184,615,35,579,1,0,598,17,368,228,0,4,1,14
2017,KS,"2,287",553,138,"1,596",937,"1,346",1,3,"1,953",334,"1,514",489,13,104,11,156,217,13,204,0,0,205,12,165,38,1,4,1,8
2017,KY,"4,025",616,331,"3,078","1,509","2,507",9,0,"3,917",108,"2,829","1,009",18,18,2,149,489,25,464,0,0,475,14,315,165,3,0,0,6
2017,LA,"3,305",527,238,"2,540","1,054","2,233",14,4,"3,203",102,"1,267","1,921",12,28,11,66,383,8,374,1,0,378,5,171,203,0,2,2,5
2017,MA,"17,565","6,465","1,510","9,590","8,558","8,975",26,6,"11,034","6,531","10,006","5,830",173,82,80,"1,394",853,66,781,4,2,766,87,639,174,4,7,5,24
2017,MD,"7,247","1,370",422,"5,455","2,727","4,505",12,3,"6,842",405,"2,479","4,341",40,54,22,311,536,33,502,1,0,515,21,188,336,0,5,0,7
2017,ME,"2,280",590,191,"1,499","1,038","1,226",12,4,"2,192",88,"1,853",284,11,38,10,84,131,8,121,2,0,127,4,111,12,0,3,0,5
2017,MI,"9,051","2,340",782,"5,929","3,723","5,314",13,1,"8,554",497,"3,826","4,693",22,112,5,393,773,34,738,1,0,749,24,298,438,1,10,0,26
2017,MN,"7,668","2,590","1,103","3,975","3,617","4,029",17,5,"7,104",564,"2,685","3,296",110,"1,018",16,543,281,21,260,0,0,271,10,161,86,2,15,1,16
2017,MO,"6,037","1,537",643,"3,857","2,786","3,226",18,7,"5,746",291,"3,063","2,561",20,74,11,308,538,39,497,1,1,517,21,298,211,2,8,0,19
2017,MP,672,185,68,419,314,358,0,0,671,1,0,0,159,0,513,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,MS,"1,472",252,60,"1,160",573,891,1,7,"1,461",11,611,811,4,29,0,17,57,7,50,0,0,57,0,30,26,0,1,0,0
2017,MT,"1,529",340,124,"1,065",624,898,4,3,"1,408",121,992,33,4,354,9,137,205,14,191,0,0,194,11,175,2,0,14,2,12
2017,NC,"8,962","1,883",571,"6,508","3,567","5,380",9,6,"8,444",518,"3,745","4,553",37,190,17,420,931,62,869,0,0,907,24,396,480,3,15,0,37
2017,ND,"1,089",178,84,827,272,811,2,4,"1,046",43,367,127,6,226,0,363,74,3,71,0,0,72,2,51,6,1,12,0,4
2017,NE,"2,501",501,225,"1,775",918,"1,580",3,0,"2,237",264,"1,664",579,20,122,4,112,174,5,168,1,0,170,4,137,27,2,6,0,2
2017,NH,"1,456",389,126,941,646,805,3,2,"1,320",136,"1,266",77,11,5,0,97,124,13,111,0,0,122,2,115,4,0,0,0,5
2017,NJ,"8,536","1,945",761,"5,830","3,442","5,074",17,3,"6,750","1,786","3,526","4,621",75,96,38,180,583,42,539,2,0,527,56,281,281,3,7,1,10
2017,NM,"2,482",471,130,"1,881",897,"1,545",19,21,"1,446","1,036","1,513",142,10,651,9,157,248,27,221,0,0,188,60,164,23,2,48,0,11
2017,NV,"7,833",608,"1,936","5,289","2,273","5,536",23,1,"6,770","1,063","4,610","2,326",182,225,75,415,832,111,719,2,0,756,76,524,229,20,16,9,34
2017,NY,"89,503","30,098","9,111","50,294","42,528","46,643",321,11,"60,095","29,408","19,894","61,463","1,056",729,"1,191","5,170","1,244",90,"1,150",3,1,"1,069",175,542,651,5,9,2,35
2017,OH,"10,095","2,234",858,"7,003","3,998","6,067",23,7,"9,720",375,"4,933","4,562",26,49,23,502,862,45,815,2,0,841,21,462,370,0,7,5,18
2017,OK,"4,199",867,378,"2,954","1,702","2,485",10,2,"3,892",307,"2,594",767,8,577,17,236,349,32,316,1,0,338,11,234,59,0,44,1,11
2017,OR,"13,953","2,636","1,160","10,157","5,493","8,368",67,25,"12,444","1,509","11,326",832,79,588,175,953,"1,251",120,"1,122",6,3,"1,169",82,"1,015",86,3,54,7,86
2017,PA,"14,138","3,755","1,260","9,123","5,999","8,063",66,10,"12,696","1,442","5,864","7,450",77,47,39,661,963,84,878,1,0,922,41,500,421,5,8,1,28
2017,PR,"3,525",218,199,"3,108",841,"2,676",5,3,77,"3,448","1,612",633,2,17,11,"1,250",94,4,90,0,0,8,86,49,22,0,0,1,22
2017,RI,"1,180",236,78,866,430,743,7,0,917,263,762,309,8,16,3,82,95,1,94,0,0,89,6,74,19,0,1,0,1
2017,SC,"3,916",642,227,"3,047","1,451","2,453",10,2,"3,828",88,"1,532","2,205",8,32,4,135,480,45,433,1,1,471,9,220,238,1,5,1,15
2017,SD,943,215,62,666,412,529,2,0,901,42,310,44,3,563,8,15,130,12,118,0,0,123,7,68,6,0,53,0,3
2017,TN,"8,309","1,364",543,"6,402","3,256","5,043",7,3,"8,092",217,"4,775","3,205",34,61,6,228,757,49,708,0,0,740,17,377,365,0,4,0,11
2017,TX,"23,548","4,286","1,750","17,512","8,861","14,546",47,94,"16,942","6,606","13,076","8,928",253,325,68,898,"2,200",411,"1,783",5,1,"1,759",441,"1,256",838,7,31,13,55
2017,UT,"2,852",637,203,"2,012","1,083","1,762",7,0,"2,210",642,"2,202",282,27,159,47,135,220,10,209,1,0,200,20,179,18,1,13,0,9
2017,VA,"6,067","1,299",415,"4,353","2,315","3,738",9,5,"5,516",551,"2,417","3,241",84,32,22,271,478,47,431,0,0,458,20,204,262,1,3,0,8
2017,VI,381,9,5,367,73,298,0,10,332,49,54,311,1,5,3,7,23,2,21,0,0,16,7,2,19,0,2,0,0
2017,VT,"1,225",306,142,777,561,657,5,2,"1,165",60,"1,093",79,7,6,2,38,94,6,88,0,0,92,2,88,4,0,1,1,0
2017,WA,"21,112","4,109","2,296","14,707","8,220","12,631",154,107,"18,260","2,852","12,340","4,167",321,"1,285",484,"2,515","2,093",117,"1,940",34,2,"1,935",158,"1,317",420,28,106,23,199
2017,WI,"5,027","1,546",431,"3,050","2,267","2,746",12,2,"4,635",392,"2,753","1,643",69,195,13,354,329,17,311,1,0,316,13,222,86,1,4,1,15
2017,WV,"1,309",166,87,"1,056",462,846,1,0,"1,288",21,"1,062",214,2,5,3,23,137,9,128,0,0,136,1,108,25,0,1,0,3
2017,WY,873,129,59,685,300,570,3,0,767,106,651,43,2,145,8,24,63,3,60,0,0,59,4,53,5,1,3,0,1
2018,AK,"2,016",349,191,"1,476",880,"1,129",7,0,"1,914",102,683,156,39,878,76,184,132,11,121,0,0,129,3,61,13,1,50,1,6
2018,AL,"3,434",573,157,"2,704","1,399","2,025",9,1,"3,340",94,"1,664","1,604",6,23,5,132,339,22,316,0,1,332,7,137,191,0,0,1,10
2018,AR,"2,712",309,213,"2,190","1,113","1,593",5,1,"2,632",80,"1,647",916,12,36,4,97,251,37,214,0,0,249,2,140,97,2,4,0,8
2018,AS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2018,AZ,"9,865","1,680",780,"7,405","3,460","6,354",34,17,"7,590","2,275","6,494","1,906",53,836,57,519,893,86,803,1,3,788,105,659,136,3,57,4,34
2018,CA,"129,972","13,936","12,678","103,358","42,491","85,810","1,252",419,"88,525","41,447","72,956","37,770","2,338","5,391","1,552","9,965","10,836","1,020","9,673",106,37,"8,844","1,992","6,192","3,071",167,448,115,843
2018,CO,"10,857","1,887",808,"8,162","3,880","6,926",28,23,"8,020","2,837","7,814","1,566",77,487,94,819,"1,073",70,"1,001",1,1,934,139,793,166,6,36,11,61
2018,CT,"3,976",967,254,"2,755","1,659","2,310",7,0,"2,615","1,361","2,156","1,482",17,92,16,213,190,15,174,1,0,164,26,112,71,1,2,0,4
2018,DC,"6,904","1,933",639,"4,332","2,960","3,903",33,8,"6,577",327,478,"6,286",39,40,15,46,306,32,271,3,0,288,18,53,235,1,4,0,13
2018,DE,"1,082",227,78,777,490,591,0,1,"1,012",70,406,616,6,12,2,40,70,6,64,0,0,69,1,28,39,0,1,0,2
2018,FL,"31,030","5,871","2,371","22,788","11,092","19,799",74,65,"26,694","4,336","17,743","11,809",116,248,113,"1,001","2,543",261,"2,275",7,0,"2,341",202,"1,643",794,5,22,11,68
2018,GA,"9,499","1,673",610,"7,216","3,742","5,719",33,5,"9,200",299,"2,804","6,281",22,73,25,294,705,74,631,0,0,691,14,200,470,1,6,2,26
2018,GU,854,361,76,417,399,455,0,0,804,50,11,8,20,1,788,26,14,0,14,0,0,11,3,1,3,1,0,9,0
2018,HI,"6,530","1,366",370,"4,794","2,673","3,827",23,7,"5,558",972,"1,527",214,579,80,"2,250","1,880",532,50,481,1,0,475,57,240,60,48,7,69,108
2018,IA,"2,749",684,282,"1,783","1,136","1,606",6,1,"2,511",238,"1,753",713,14,90,10,169,196,11,184,1,0,191,5,144,29,0,15,0,8
2018,ID,"2,012",438,157,"1,417",813,"1,197",2,0,"1,702",310,"1,675",57,7,103,22,148,215,21,194,0,0,209,6,193,4,1,8,5,4
2018,IL,"10,643","2,505",958,"7,180","4,376","6,226",27,14,"9,468","1,175","3,854","6,234",80,78,32,365,804,49,754,1,0,757,47,280,468,2,14,1,39
2018,IN,"5,258",981,332,"3,945","2,138","3,103",15,2,"5,026",232,"3,212","1,839",30,34,16,127,539,39,497,3,0,522,17,300,218,2,6,0,13
2018,KS,"2,216",507,169,"1,540",856,"1,350",2,8,"1,963",253,"1,400",522,13,88,17,176,195,14,181,0,0,186,9,135,39,0,8,3,10
2018,KY,"3,688",616,248,"2,824","1,402","2,274",9,3,"3,546",142,"2,616",835,12,20,4,201,369,64,305,0,0,366,3,250,99,1,6,0,13
2018,LA,"3,059",371,219,"2,469",901,"2,142",12,4,"2,973",86,"1,233","1,726",13,24,8,55,406,14,391,1,0,395,11,163,226,0,4,3,10
2018,MA,"20,068","7,660","1,674","10,734","10,001","10,014",40,13,"11,936","8,132","11,813","6,265",158,84,64,"1,684",985,71,912,2,0,900,85,748,195,3,11,4,24
2018,MD,"7,144","1,399",397,"5,348","2,643","4,476",23,2,"6,756",388,"2,602","4,166",41,51,24,260,574,30,544,0,0,557,17,208,347,1,7,0,11
2018,ME,"2,516",654,184,"1,678","1,174","1,329",9,4,"2,406",110,"2,041",293,8,35,0,139,119,16,103,0,0,117,2,96,8,1,3,0,11
2018,MI,"8,351","2,173",749,"5,429","3,498","4,841",10,2,"7,877",474,"3,775","3,980",27,102,14,453,693,32,660,1,0,675,18,326,341,1,3,1,21
2018,MN,"7,243","2,254",890,"4,099","3,278","3,941",15,9,"6,695",548,"2,698","3,141",114,699,49,542,301,33,265,2,1,290,11,179,88,2,19,3,10
2018,MO,"5,883","1,402",599,"3,882","2,584","3,283",14,2,"5,618",265,"3,136","2,331",14,85,14,303,507,38,466,3,0,477,30,300,178,0,12,2,15
2018,MP,"1,044",297,139,608,510,534,0,0,"1,044",0,3,9,387,0,637,8,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,MS,"1,352",206,109,"1,037",502,829,20,1,"1,309",43,610,663,12,9,5,53,102,10,92,0,0,100,2,44,53,1,1,0,3
2018,MT,"1,405",247,151,"1,007",559,837,4,5,"1,305",100,956,38,2,238,8,163,198,7,191,0,0,194,4,164,5,2,8,3,16
2018,NC,"9,268","1,762",647,"6,859","3,516","5,728",19,5,"8,791",477,"3,971","4,801",41,122,31,302,884,68,814,2,0,855,29,383,460,5,9,2,25
2018,ND,542,61,61,420,218,323,1,0,445,97,344,76,2,74,12,34,9,0,9,0,0,9,0,9,0,0,0,0,0
2018,NE,"2,421",419,196,"1,806",936,"1,484",1,0,"2,111",310,"1,585",599,20,85,6,126,171,8,163,0,0,161,10,123,38,1,4,0,5
2018,NH,"1,450",362,125,963,624,823,1,2,"1,342",108,"1,232",91,18,5,2,102,143,13,130,0,0,139,4,133,7,2,0,0,1
2018,NJ,"9,398","2,093",808,"6,497","3,904","5,466",24,4,"7,457","1,941","3,936","5,021",86,71,59,225,555,42,510,3,0,510,45,262,282,1,4,1,5
2018,NM,"2,551",437,146,"1,968",895,"1,618",19,19,"1,464","1,087","1,495",200,14,690,13,139,290,30,260,0,0,205,85,179,36,3,59,1,12
2018,NV,"7,544",519,"1,235","5,790","2,257","5,246",36,5,"6,684",860,"4,498","2,284",160,182,108,312,723,64,656,3,0,665,58,461,207,10,19,6,20
2018,NY,"91,897","30,009","8,761","53,127","43,694","47,850",341,12,"60,858","31,039","21,811","64,622","1,040",461,885,"3,078","1,224",99,"1,124",1,0,"1,035",189,521,672,3,8,4,16
2018,OH,"10,249","2,141",899,"7,209","4,129","6,090",22,8,"9,742",507,"5,092","4,601",37,69,20,430,749,41,707,1,0,731,18,378,344,3,10,0,14
2018,OK,"3,871",637,327,"2,907","1,399","2,467",2,3,"3,606",265,"2,414",735,16,450,18,238,313,23,290,0,0,301,12,211,61,1,26,1,13
2018,OR,"14,476","2,185","1,165","11,126","5,659","8,690",79,48,"13,008","1,468","11,799",793,78,688,188,930,"1,363",105,"1,243",11,4,"1,285",78,"1,101",94,6,73,10,79
2018,PA,"13,512","3,472","1,055","8,985","5,594","7,870",36,12,"11,858","1,654","5,781","7,016",87,73,48,507,982,74,906,1,1,948,34,532,413,3,12,3,19
2018,PR,"3,182",143,150,"2,889",679,"2,494",6,3,66,"3,116","1,454",601,2,10,9,"1,106",82,7,75,0,0,8,74,41,17,0,0,0,24
2018,RI,"1,101",206,73,822,420,677,4,0,833,268,662,289,14,19,1,116,103,0,103,0,0,97,6,81,13,1,7,0,1
2018,SC,"3,933",510,281,"3,142","1,432","2,494",4,3,"3,792",141,"1,736","2,016",11,33,7,130,415,27,388,0,0,409,6,178,225,1,3,1,7
2018,SD,"1,159",218,77,864,424,735,0,0,"1,074",85,327,79,2,658,0,93,110,6,104,0,0,103,7,37,6,0,35,0,32
2018,TN,"7,883","1,108",533,"6,242","2,822","5,041",13,7,"7,624",259,"4,601","3,007",19,58,12,186,742,79,661,1,1,736,6,394,319,1,11,1,16
2018,TX,"25,310","4,101","1,671","19,538","9,468","15,761",48,33,"18,163","7,147","14,363","9,664",181,315,60,727,"1,935",142,"1,790",3,0,"1,637",298,"1,091",755,11,28,4,46
2018,UT,"2,876",621,243,"2,012","1,145","1,711",16,4,"2,260",616,"2,209",277,28,143,72,147,239,13,226,0,0,218,21,185,28,2,14,2,8
2018,VA,"5,975","1,284",416,"4,275","2,339","3,626",6,4,"5,482",493,"2,399","3,113",79,47,17,320,485,63,422,0,0,474,11,213,246,0,4,0,22
2018,VI,486,33,4,449,147,329,0,10,439,47,55,417,1,5,1,7,24,2,22,0,0,20,4,2,21,0,1,0,0
2018,VT,"1,291",292,144,855,555,728,4,4,"1,234",57,"1,150",84,8,11,0,38,104,5,99,0,0,103,1,94,5,0,2,0,3
2018,WA,"22,304","3,777","2,327","16,200","8,475","13,346",115,368,"19,068","3,236","13,688","4,155",404,917,533,"2,607","1,636",146,"1,453",13,24,"1,440",196,"1,069",282,15,67,22,181
2018,WI,"4,907","1,407",356,"3,144","2,178","2,719",8,2,"4,550",357,"2,728","1,570",37,236,7,329,332,16,315,1,0,324,8,222,89,2,7,0,12
2018,WV,"1,243",145,56,"1,042",439,802,2,0,"1,227",16,978,230,2,4,1,28,131,12,119,0,0,131,0,97,29,0,1,0,4
2018,WY,639,124,81,434,254,384,1,0,560,79,500,42,0,51,8,38,47,1,46,0,0,44,3,39,3,0,2,0,3
2019,AK,"1,907",335,204,"1,368",761,"1,137",6,3,"1,802",105,667,164,36,764,73,203,111,6,105,0,0,102,9,61,13,3,25,0,9
2019,AL,"3,261",629,199,"2,433","1,383","1,873",3,2,"3,161",100,"1,380","1,741",7,55,9,69,292,23,268,1,0,285,7,123,155,0,6,0,8
2019,AR,"2,717",303,317,"2,097","1,022","1,688",4,3,"2,657",60,"1,651",902,4,36,24,100,238,24,212,1,1,237,1,140,91,0,0,0,7
2019,AS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019,AZ,"10,007","1,602",708,"7,697","3,683","6,297",16,11,"7,683","2,324","6,316","1,908",48,919,59,757,910,72,834,2,2,822,88,669,154,6,43,7,31
2019,CA,"151,278","14,305","12,673","124,300","50,467","98,404","1,764",643,"103,759","47,519","82,164","44,086","2,606","6,797","2,177","13,448","10,980","1,104","9,719",111,46,"8,869","2,111","6,190","3,139",150,493,125,883
2019,CO,"9,619","1,458",685,"7,476","3,238","6,289",54,38,"7,410","2,209","6,251","1,678",65,586,100,939,"1,068",85,975,7,1,933,135,745,171,9,55,11,77
2019,CT,"3,033",588,272,"2,173","1,133","1,895",4,1,"2,135",898,"1,561","1,150",15,24,53,230,195,13,182,0,0,166,29,109,77,1,1,0,7
2019,DC,"6,521","1,606",546,"4,369","2,649","3,823",40,9,"6,205",316,413,"5,829",32,42,19,186,297,39,256,0,2,288,9,36,246,1,1,0,13
2019,DE,921,220,83,618,373,546,1,1,838,83,372,478,2,4,10,55,65,2,63,0,0,61,4,33,23,0,2,0,7
2019,FL,"28,328","4,703","1,625","22,000","9,884","18,357",67,20,"24,632","3,696","15,580","11,575",108,233,92,740,"2,472",196,"2,270",6,0,"2,298",174,"1,558",830,5,33,5,41
2019,GA,"10,443","1,679",642,"8,122","3,765","6,610",57,11,"9,900",543,"3,175","6,804",62,70,17,315,801,96,701,1,3,778,23,228,536,1,9,1,26
2019,GU,875,334,95,446,427,448,0,0,825,50,13,5,31,3,791,32,23,1,22,0,0,17,6,2,1,0,2,15,3
2019,HI,"6,412","1,177",323,"4,912","2,591","3,778",37,6,"5,557",855,"1,445",237,562,42,"2,013","2,113",505,53,448,3,1,454,51,185,54,54,8,78,126
2019,IA,"2,315",495,187,"1,633",917,"1,395",2,1,"2,118",197,"1,531",566,20,91,8,99,149,8,141,0,0,144,5,119,25,1,1,1,2
2019,ID,"2,315",473,220,"1,622",920,"1,392",0,3,"2,058",257,"1,903",73,12,165,33,129,201,22,178,0,1,188,13,183,8,0,7,1,2
2019,IL,"10,199","2,355",926,"6,918","4,241","5,914",31,13,"9,167","1,032","3,579","6,218",90,67,21,224,690,39,648,3,0,604,86,274,399,5,6,1,5
2019,IN,"5,471","1,092",327,"4,052","2,205","3,246",15,5,"5,227",244,"3,289","1,932",25,44,18,163,572,48,524,0,0,554,18,330,222,2,6,0,12
2019,KS,"2,381",383,150,"1,848",932,"1,445",1,3,"2,135",246,"1,518",526,18,116,24,179,189,23,166,0,0,178,11,145,27,1,4,1,11
2019,KY,"4,079",629,308,"3,142","1,584","2,492",3,0,"3,932",147,"2,867",959,11,23,5,214,447,26,421,0,0,434,13,298,138,1,0,0,10
2019,LA,"2,941",375,182,"2,384",867,"2,058",9,7,"2,860",81,"1,137","1,706",7,34,7,50,360,11,348,1,0,350,10,153,192,1,2,2,10
2019,MA,"18,471","7,357","1,540","9,574","9,118","9,311",28,14,"11,091","7,380","9,679","6,436",164,125,91,"1,976",917,68,847,1,1,823,94,629,206,21,29,4,28
2019,MD,"6,561","1,214",399,"4,948","2,490","4,047",22,2,"6,292",269,"2,385","3,778",46,45,26,281,490,35,455,0,0,479,11,187,296,1,0,1,5
2019,ME,"2,106",541,147,"1,418",995,"1,094",13,4,"2,006",100,"1,581",375,9,43,6,92,116,12,104,0,0,113,3,95,8,1,2,0,10
2019,MI,"8,575","2,231",712,"5,632","3,532","5,026",13,4,"7,989",586,"3,740","4,286",41,95,13,400,599,28,569,1,1,583,16,263,305,2,4,0,25
2019,MN,"7,977","2,157",900,"4,920","3,554","4,385",29,9,"7,396",581,"2,785","3,453",109,940,57,633,297,20,277,0,0,288,9,173,92,3,19,4,6
2019,MO,"6,179","1,359",545,"4,275","2,696","3,451",20,12,"5,872",307,"3,164","2,568",29,74,25,319,488,31,456,1,0,446,42,279,182,1,10,1,15
2019,MP,"1,807",586,191,"1,030",837,970,0,0,"1,807",0,1,1,494,0,"1,281",30,4,2,2,0,0,4,0,0,0,0,0,4,0
2019,MS,"1,184",152,55,977,417,752,0,15,"1,156",28,561,574,6,6,1,36,72,3,69,0,0,70,2,33,39,0,0,0,0
2019,MT,"1,357",250,111,996,555,793,4,5,"1,211",146,905,36,8,234,12,162,205,17,188,0,0,191,14,148,4,0,22,4,27
2019,NC,"9,314","1,553",532,"7,229","3,576","5,716",12,10,"8,903",411,"3,992","4,832",31,94,19,346,907,60,846,1,0,898,9,397,469,0,6,1,34
2019,ND,557,127,74,356,178,378,1,0,475,82,322,90,1,101,7,36,49,0,49,0,0,48,1,42,2,0,5,0,0
