Year,State,Overall Homeless,Under 18,Age 18 to 24,Over 24,Female,Male,Transgender,Non-binary,Non-Hispanic/Non-Latin,Hispanic/Latin,White,African American,Asian American,Indigenous,Pacific Islander,Multiple Races,Overall Homeless Veterans,Veterans - Female,Veterans - Male,Veterans - Transgender,Veterans-Non-binary,Veterans - Non-Hispanic/Non-Latin,Veterans - Hispanic/Latin,Veterans - White,Veterans - African American,Veterans - Asian American,Veterans - Indigenous,Veterans - Pacific Islander,Veterans - Multiple Races
2017,IN,5438,1177,355,3906,2204,3226,8,0,5205,233,3283,1877,30,44,20,184,615,35,579,1,0,598,17,368,228,0,4,1,14
2017,KS,2287,553,138,1596,937,1346,1,3,1953,334,1514,489,13,104,11,156,217,13,204,0,0,205,12,165,38,1,4,1,8
2017,KY,4025,616,331,3078,1509,2507,9,0,3917,108,2829,1009,18,18,2,149,489,25,464,0,0,475,14,315,165,3,0,0,6
2017,LA,3305,527,238,2540,1054,2233,14,4,3203,102,1267,1921,12,28,11,66,383,8,374,1,0,378,5,171,203,0,2,2,5
2017,MA,17565,6465,1510,9590,8558,8975,26,6,11034,6531,10006,5830,173,82,80,1394,853,66,781,4,2,766,87,639,174,4,7,5,24
2017,MD,7247,1370,422,5455,2727,4505,12,3,6842,405,2479,4341,40,54,22,311,536,33,502,1,0,515,21,188,336,0,5,0,7
2017,ME,2280,590,191,1499,1038,1226,12,4,2192,88,1853,284,11,38,10,84,131,8,121,2,0,127,4,111,12,0,3,0,5
2017,MI,9051,2340,782,5929,3723,5314,13,1,8554,497,3826,4693,22,112,5,393,773,34,738,1,0,749,24,298,438,1,10,0,26
2017,MN,7668,2590,1103,3975,3617,4029,17,5,7104,564,2685,3296,110,1018,16,543,281,21,260,0,0,271,10,161,86,2,15,1,16
2017,MO,6037,1537,643,3857,2786,3226,18,7,5746,291,3063,2561,20,74,11,308,538,39,497,1,1,517,21,298,211,2,8,0,19
2017,MP,672,185,68,419,314,358,0,0,671,1,0,0,159,0,513,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,MS,1472,252,60,1160,573,891,1,7,1461,11,611,811,4,29,0,17,57,7,50,0,0,57,0,30,26,0,1,0,0
2017,MT,1529,340,124,1065,624,898,4,3,1408,121,992,33,4,354,9,137,205,14,191,0,0,194,11,175,2,0,14,2,12
2017,NC,8962,1883,571,6508,3567,5380,9,6,8444,518,3745,4553,37,190,17,420,931,62,869,0,0,907,24,396,480,3,15,0,37
2017,ND,1089,178,84,827,272,811,2,4,1046,43,367,127,6,226,0,363,74,3,71,0,0,72,2,51,6,1,12,0,4
2017,NE,2501,501,225,1775,918,1580,3,0,2237,264,1664,579,20,122,4,112,174,5,168,1,0,170,4,137,27,2,6,0,2
2017,NH,1456,389,126,941,646,805,3,2,1320,136,1266,77,11,5,0,97,124,13,111,0,0,122,2,115,4,0,0,0,5
2017,NJ,8536,1945,761,5830,3442,5074,17,3,6750,1786,3526,4621,75,96,38,180,583,42,539,2,0,527,56,281,281,3,7,1,10
2017,NM,2482,471,130,1881,897,1545,19,21,1446,1036,1513,142,10,651,9,157,248,27,221,0,0,188,60,164,23,2,48,0,11
2017,NV,7833,608,1936,5289,2273,5536,23,1,6770,1063,4610,2326,182,225,75,415,832,111,719,2,0,756,76,524,229,20,16,9,34
2017,NY,89503,30098,9111,50294,42528,46643,321,11,60095,29408,19894,61463,1056,729,1191,5170,1244,90,1150,3,1,1069,175,542,651,5,9,2,35
2017,OH,10095,2234,858,7003,3998,6067,23,7,9720,375,4933,4562,26,49,23,502,862,45,815,2,0,841,21,462,370,0,7,5,18
2017,OK,4199,867,378,2954,1702,2485,10,2,3892,307,2594,767,8,577,17,236,349,32,316,1,0,338,11,234,59,0,44,1,11
2017,OR,13953,2636,1160,10157,5493,8368,67,25,12444,1509,11326,832,79,588,175,953,1251,120,1122,6,3,1169,82,1015,86,3,54,7,86
2017,PA,14138,3755,1260,9123,5999,8063,66,10,12696,1442,5864,7450,77,47,39,661,963,84,878,1,0,922,41,500,421,5,8,1,28
2017,PR,3525,218,199,3108,841,2676,5,3,77,3448,1612,633,2,17,11,1250,94,4,90,0,0,8,86,49,22,0,0,1,22
2017,RI,1180,236,78,866,430,743,7,0,917,263,762,309,8,16,3,82,95,1,94,0,0,89,6,74,19,0,1,0,1
2017,SC,3916,642,227,3047,1451,2453,10,2,3828,88,1532,2205,8,32,4,135,480,45,433,1,1,471,9,220,238,1,5,1,15
2017,SD,943,215,62,666,412,529,2,0,901,42,310,44,3,563,8,15,130,12,118,0,0,123,7,68,6,0,53,0,3
2017,TN,8309,1364,543,6402,3256,5043,7,3,8092,217,4775,3205,34,61,6,228,757,49,708,0,0,740,17,377,365,0,4,0,11
2017,TX,23548,4286,1750,17512,8861,14546,47,94,16942,6606,13076,8928,253,325,68,898,2200,411,1783,5,1,1759,441,1256,838,7,31,13,55
2017,UT,2852,637,203,2012,1083,1762,7,0,2210,642,2202,282,27,159,47,135,220,10,209,1,0,200,20,179,18,1,13,0,9
2017,VA,6067,1299,415,4353,2315,3738,9,5,5516,551,2417,3241,84,32,22,271,478,47,431,0,0,458,20,204,262,1,3,0,8
2017,VI,381,9,5,367,73,298,0,10,332,49,54,311,1,5,3,7,23,2,21,0,0,16,7,2,19,0,2,0,0
2017,VT,1225,306,142,777,561,657,5,2,1165,60,1093,79,7,6,2,38,94,6,88,0,0,92,2,88,4,0,1,1,0
2017,WA,21112,4109,2296,14707,8220,12631,154,107,18260,2852,12340,4167,321,1285,484,2515,2093,117,1940,34,2,1935,158,1317,420,28,106,23,199
2017,WI,5027,1546,431,3050,2267,2746,12,2,4635,392,2753,1643,69,195,13,354,329,17,311,1,0,316,13,222,86,1,4,1,15
2017,WV,1309,166,87,1056,462,846,1,0,1288,21,1062,214,2,5,3,23,137,9,128,0,0,136,1,108,25,0,1,0,3
2017,WY,873,129,59,685,300,570,3,0,767,106,651,43,2,145,8,24,63,3,60,0,0,59,4,53,5,1,3,0,1
2018,AK,2016,349,191,1476,880,1129,7,0,1914,102,683,156,39,878,76,184,132,11,121,0,0,129,3,61,13,1,50,1,6
2018,AL,3434,573,157,2704,1399,2025,9,1,3340,94,1664,1604,6,23,5,132,339,22,316,0,1,332,7,137,191,0,0,1,10
2018,AR,2712,309,213,2190,1113,1593,5,1,2632,80,1647,916,12,36,4,97,251,37,214,0,0,249,2,140,97,2,4,0,8
2018,AS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,AZ,9865,1680,780,7405,3460,6354,34,17,7590,2275,6494,1906,53,836,57,519,893,86,803,1,3,788,105,659,136,3,57,4,34
2018,CA,129972,13936,12678,103358,42491,85810,1252,419,88525,41447,72956,37770,2338,5391,1552,9965,10836,1020,9673,106,37,8844,1992,6192,3071,167,448,115,843
2018,CO,10857,1887,808,8162,3880,6926,28,23,8020,2837,7814,1566,77,487,94,819,1073,70,1001,1,1,934,139,793,166,6,36,11,61
2018,CT,3976,967,254,2755,1659,2310,7,0,2615,1361,2156,1482,17,92,16,213,190,15,174,1,0,164,26,112,71,1,2,0,4
2018,DC,6904,1933,639,4332,2960,3903,33,8,6577,327,478,6286,39,40,15,46,306,32,271,3,0,288,18,53,235,1,4,0,13
2018,DE,1082,227,78,777,490,591,0,1,1012,70,406,616,6,12,2,40,70,6,64,0,0,69,1,28,39,0,1,0,2
2018,FL,31030,5871,2371,22788,11092,19799,74,65,26694,4336,17743,11809,116,248,113,1001,2543,261,2275,7,0,2341,202,1643,794,5,22,11,68
2018,GA,9499,1673,610,7216,3742,5719,33,5,9200,299,2804,6281,22,73,25,294,705,74,631,0,0,691,14,200,470,1,6,2,26
2018,GU,854,361,76,417,399,455,0,0,804,50,11,8,20,1,788,26,14,0,14,0,0,11,3,1,3,1,0,9,0
2018,HI,6530,1366,370,4794,2673,3827,23,7,5558,972,1527,214,579,80,2250,1880,532,50,481,1,0,475,57,240,60,48,7,69,108
2018,IA,2749,684,282,1783,1136,1606,6,1,2511,238,1753,713,14,90,10,169,196,11,184,1,0,191,5,144,29,0,15,0,8
2018,ID,2012,438,157,1417,813,1197,2,0,1702,310,1675,57,7,103,22,148,215,21,194,0,0,209,6,193,4,1,8,5,4
2018,IL,10643,2505,958,7180,4376,6226,27,14,9468,1175,3854,6234,80,78,32,365,804,49,754,1,0,757,47,280,468,2,14,1,39
2018,IN,5258,981,332,3945,2138,3103,15,2,5026,232,3212,1839,30,34,16,127,539,39,497,3,0,522,17,300,218,2,6,0,13
2018,KS,2216,507,169,1540,856,1350,2,8,1963,253,1400,522,13,88,17,176,195,14,181,0,0,186,9,135,39,0,8,3,10
2018,KY,3688,616,248,2824,1402,2274,9,3,3546,142,2616,835,12,20,4,201,369,64,305,0,0,366,3,250,99,1,6,0,13
2018,LA,3059,371,219,2469,901,2142,12,4,2973,86,1233,1726,13,24,8,55,406,14,391,1,0,395,11,163,226,0,4,3,10
2018,MA,20068,7660,1674,10734,10001,10014,40,13,11936,8132,11813,6265,158,84,64,1684,985,71,912,2,0,900,85,748,195,3,11,4,24
2018,MD,7144,1399,397,5348,2643,4476,23,2,6756,388,2602,4166,41,51,24,260,574,30,544,0,0,557,17,208,347,1,7,0,11
2018,ME,2516,654,184,1678,1174,1329,9,4,2406,110,2041,293,8,35,0,139,119,16,103,0,0,117,2,96,8,1,3,0,11
2018,MI,8351,2173,749,5429,3498,4841,10,2,7877,474,3775,3980,27,102,14,453,693,32,660,1,0,675,18,326,341,1,3,1,21
2018,MN,7243,2254,890,4099,3278,3941,15,9,6695,548,2698,3141,114,699,49,542,301,33,265,2,1,290,11,179,88,2,19,3,10
2018,MO,5883,1402,599,3882,2584,3283,14,2,5618,265,3136,2331,14,85,14,303,507,38,466,3,0,477,30,300,178,0,12,2,15
2018,MP,1044,297,139,608,510,534,0,0,1044,0,3,9,387,0,637,8,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,MS,1352,206,109,1037,502,829,20,1,1309,43,610,663,12,9,5,53,102,10,92,0,0,100,2,44,53,1,1,0,3
2018,MT,1405,247,151,1007,559,837,4,5,1305,100,956,38,2,238,8,163,198,7,191,0,0,194,4,164,5,2,8,3,16
2018,NC,9268,1762,647,6859,3516,5728,19,5,8791,477,3971,4801,41,122,31,302,884,68,814,2,0,855,29,383,460,5,9,2,25
2018,ND,542,61,61,420,218,323,1,0,445,97,344,76,2,74,12,34,9,0,9,0,0,9,0,9,0,0,0,0,0
2018,NE,2421,419,196,1806,936,1484,1,0,2111,310,1585,599,20,85,6,126,171,8,163,0,0,161,10,123,38,1,4,0,5
2018,NH,1450,362,125,963,624,823,1,2,1342,108,1232,91,18,5,2,102,143,13,130,0,0,139,4,133,7,2,0,0,1
2018,NJ,9398,2093,808,6497,3904,5466,24,4,7457,1941,3936,5021,86,71,59,225,555,42,510,3,0,510,45,262,282,1,4,1,5
2018,NM,2551,437,146,1968,895,1618,19,19,1464,1087,1495,200,14,690,13,139,290,30,260,0,0,205,85,179,36,3,59,1,12
2018,NV,7544,519,1235,5790,2257,5246,36,5,6684,860,4498,2284,160,182,108,312,723,64,656,3,0,665,58,461,207,10,19,6,20
2018,NY,91897,30009,8761,53127,43694,47850,341,12,60858,31039,21811,64622,1040,461,885,3078,1224,99,1124,1,0,1035,189,521,672,3,8,4,16
2018,OH,10249,2141,899,7209,4129,6090,22,8,9742,507,5092,4601,37,69,20,430,749,41,707,1,0,731,18,378,344,3,10,0,14
2018,OK,3871,637,327,2907,1399,2467,2,3,3606,265,2414,735,16,450,18,238,313,23,290,0,0,301,12,211,61,1,26,1,13
2018,OR,14476,2185,1165,11126,5659,8690,79,48,13008,1468,11799,793,78,688,188,930,1363,105,1243,11,4,1285,78,1101,94,6,73,10,79
2018,PA,13512,3472,1055,8985,5594,7870,36,12,11858,1654,5781,7016,87,73,48,507,982,74,906,1,1,948,34,532,413,3,12,3,19
2018,PR,3182,143,150,2889,679,2494,6,3,66,3116,1454,601,2,10,9,1106,82,7,75,0,0,8,74,41,17,0,0,0,24
2018,RI,1101,206,73,822,420,677,4,0,833,268,662,289,14,19,1,116,103,0,103,0,0,97,6,81,13,1,7,0,1
2018,SC,3933,510,281,3142,1432,2494,4,3,3792,141,1736,2016,11,33,7,130,415,27,388,0,0,409,6,178,225,1,3,1,7
2018,SD,1159,218,77,864,424,735,0,0,1074,85,327,79,2,658,0,93,110,6,104,0,0,103,7,37,6,0,35,0,32
2018,TN,7883,1108,533,6242,2822,5041,13,7,7624,259,4601,3007,19,58,12,186,742,79,661,1,1,736,6,394,319,1,11,1,16
2018,TX,25310,4101,1671,19538,9468,15761,48,33,18163,7147,14363,9664,181,315,60,727,1935,142,1790,3,0,1637,298,1091,755,11,28,4,46
2018,UT,2876,621,243,2012,1145,1711,16,4,2260,616,2209,277,28,143,72,147,239,13,226,0,0,218,21,185,28,2,14,2,8
2018,VA,5975,1284,416,4275,2339,3626,6,4,5482,493,2399,3113,79,47,17,320,485,63,422,0,0,474,11,213,246,0,4,0,22
2018,VI,486,33,4,449,147,329,0,10,439,47,55,417,1,5,1,7,24,2,22,0,0,20,4,2,21,0,1,0,0
2018,VT,1291,292,144,855,555,728,4,4,1234,57,1150,84,8,11,0,38,104,5,99,0,0,103,1,94,5,0,2,0,3
2018,WA,22304,3777,2327,16200,8475,13346,115,368,19068,3236,13688,4155,404,917,533,2607,1636,146,1453,13,24,1440,196,1069,282,15,67,22,181
2018,WI,4907,1407,356,3144,2178,2719,8,2,4550,357,2728,1570,37,236,7,329,332,16,315,1,0,324,8,222,89,2,7,0,12
2018,WV,1243,145,56,1042,439,802,2,0,1227,16,978,230,2,4,1,28,131,12,119,0,0,131,0,97,29,0,1,0,4
2018,WY,639,124,81,434,254,384,1,0,560,79,500,42,0,51,8,38,47,1,46,0,0,44,3,39,3,0,2,0,3
2019,AK,1907,335,204,1368,761,1137,6,3,1802,105,667,164,36,764,73,203,111,6,105,0,0,102,9,61,13,3,25,0,9
2019,AL,3261,629,199,2433,1383,1873,3,2,3161,100,1380,1741,7,55,9,69,292,23,268,1,0,285,7,123,155,0,6,0,8
2019,AR,2717,303,317,2097,1022,1688,4,3,2657,60,1651,902,4,36,24,100,238,24,212,1,1,237,1,140,91,0,0,0,7
2019,AS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,AZ,10007,1602,708,7697,3683,6297,16,11,7683,2324,6316,1908,48,919,59,757,910,72,834,2,2,822,88,669,154,6,43,7,31
2019,CA,151278,14305,12673,124300,50467,98404,1764,643,103759,47519,82164,44086,2606,6797,2177,13448,10980,1104,9719,111,46,8869,2111,6190,3139,150,493,125,883
2019,CO,9619,1458,685,7476,3238,6289,54,38,7410,2209,6251,1678,65,586,100,939,1068,85,975,7,1,933,135,745,171,9,55,11,77
2019,CT,3033,588,272,2173,1133,1895,4,1,2135,898,1561,1150,15,24,53,230,195,13,182,0,0,166,29,109,77,1,1,0,7
2019,DC,6521,1606,546,4369,2649,3823,40,9,6205,316,413,5829,32,42,19,186,297,39,256,0,2,288,9,36,246,1,1,0,13
2019,DE,921,220,83,618,373,546,1,1,838,83,372,478,2,4,10,55,65,2,63,0,0,61,4,33,23,0,2,0,7
2019,FL,28328,4703,1625,22000,9884,18357,67,20,24632,3696,15580,11575,108,233,92,740,2472,196,2270,6,0,2298,174,1558,830,5,33,5,41
2019,GA,10443,1679,642,8122,3765,6610,57,11,9900,543,3175,6804,62,70,17,315,801,96,701,1,3,778,23,228,536,1,9,1,26
2019,GU,875,334,95,446,427,448,0,0,825,50,13,5,31,3,791,32,23,1,22,0,0,17,6,2,1,0,2,15,3
2019,HI,6412,1177,323,4912,2591,3778,37,6,5557,855,1445,237,562,42,2013,2113,505,53,448,3,1,454,51,185,54,54,8,78,126
2019,IA,2315,495,187,1633,917,1395,2,1,2118,197,1531,566,20,91,8,99,149,8,141,0,0,144,5,119,25,1,1,1,2
2019,ID,2315,473,220,1622,920,1392,0,3,2058,257,1903,73,12,165,33,129,201,22,178,0,1,188,13,183,8,0,7,1,2
2019,IL,10199,2355,926,6918,4241,5914,31,13,9167,1032,3579,6218,90,67,21,224,690,39,648,3,0,604,86,274,399,5,6,1,5
2019,IN,5471,1092,327,4052,2205,3246,15,5,5227,244,3289,1932,25,44,18,163,572,48,524,0,0,554,18,330,222,2,6,0,12
2019,KS,2381,383,150,1848,932,1445,1,3,2135,246,1518,526,18,116,24,179,189,23,166,0,0,178,11,145,27,1,4,1,11
2019,KY,4079,629,308,3142,1584,2492,3,0,3932,147,2867,959,11,23,5,214,447,26,421,0,0,434,13,298,138,1,0,0,10
2019,LA,2941,375,182,2384,867,2058,9,7,2860,81,1137,1706,7,34,7,50,360,11,348,1,0,350,10,153,192,1,2,2,10
2019,MA,18471,7357,1540,9574,9118,9311,28,14,11091,7380,9679,6436,164,125,91,1976,917,68,847,1,1,823,94,629,206,21,29,4,28
2019,MD,6561,1214,399,4948,2490,4047,22,2,6292,269,2385,3778,46,45,26,281,490,35,455,0,0,479,11,187,296,1,0,1,5
2019,ME,2106,541,147,1418,995,1094,13,4,2006,100,1581,375,9,43,6,92,116,12,104,0,0,113,3,95,8,1,2,0,10
2019,MI,8575,2231,712,5632,3532,5026,13,4,7989,586,3740,4286,41,95,13,400,599,28,569,1,1,583,16,263,305,2,4,0,25
2019,MN,7977,2157,900,4920,3554,4385,29,9,7396,581,2785,3453,109,940,57,633,297,20,277,0,0,288,9,173,92,3,19,4,6
2019,MO,6179,1359,545,4275,2696,3451,20,12,5872,307,3164,2568,29,74,25,319,488,31,456,1,0,446,42,279,182,1,10,1,15
2019,MP,1807,586,191,1030,837,970,0,0,1807,0,1,1,494,0,1281,30,4,2,2,0,0,4,0,0,0,0,0,4,0
2019,MS,1184,152,55,977,417,752,0,15,1156,28,561,574,6,6,1,36,72,3,69,0,0,70,2,33,39,0,0,0,0
2019,MT,1357,250,111,996,555,793,4,5,1211,146,905,36,8,234,12,162,205,17,188,0,0,191,14,148,4,0,22,4,27
2019,NC,9314,1553,532,7229,3576,5716,12,10,8903,411,3992,4832,31,94,19,346,907,60,846,1,0,898,9,397,469,0,6,1,34
2019,ND,557,127,74,356,178,378,1,0,475,82,322,90,1,101,7,36,49,0,49,0,0,48,1,42,2,0,5,0,0
2019,NE,2365,423,185,1757,866,1494,4,1,2104,261,1580,546,13,73,4,149,175,13,162,0,0,169,6,138,28,2,4,0,3
2019,NH,1396,352,117,927,626,758,3,9,1231,165,1172,100,9,5,6,104,113,11,102,0,0,107,6,104,6,1,1,0,1
2019,NJ,8862,1831,714,6317,3579,5264,17,2,7071,1791,3545,4913,65,77,51,211,551,35,516,0,0,501,50,250,289,2,4,0,6
2019,NM,3241,515,217,2509,1278,1930,19,14,1879,1362,1842,192,17,842,27,321,257,20,234,1,2,183,74,143,27,1,73,0,13
2019,NV,7169,656,1025,5488,2095,5042,31,1,6221,948,4297,2210,144,185,59,274,674,62,611,1,0,605,69,398,234,8,12,8,14
2019,NY,92091,28985,8444,54662,42980,48685,401,25,61457,30634,20931,64450,1133,370,949,4258,1270,110,1156,4,0,1062,208,521,693,6,9,11,30
2019,OH,10345,2135,853,7357,4131,6185,26,3,9956,389,5180,4606,26,42,16,475,676,27,646,3,0,661,15,366,283,2,5,1,19
2019,OK,3944,549,327,3068,1351,2578,7,8,3670,274,2428,752,15,482,19,248,280,20,259,1,0,272,8,177,58,0,28,0,17
2019,OR,15876,2645,1116,12115,6187,9551,77,61,14309,1567,12839,896,82,777,195,1087,1438,114,1313,8,3,1332,106,1142,117,2,71,22,84
2019,PA,13199,3020,1079,9100,5373,7776,32,18,11647,1552,5711,6851,55,53,50,479,857,61,795,1,0,797,60,433,390,1,10,0,23
2019,PR,2535,110,85,2340,533,1990,11,1,58,2477,1080,462,4,19,4,966,90,8,82,0,0,5,85,36,22,1,0,1,30
2019,RI,1055,197,39,819,358,690,7,0,799,256,655,309,8,17,4,62,92,4,88,0,0,87,5,71,17,0,2,0,2
2019,SC,4172,520,263,3389,1520,2647,2,3,4052,120,1793,2160,14,36,10,159,462,39,423,0,0,454,8,186,254,2,3,2,15
2019,SD,995,188,72,735,389,605,1,0,945,50,285,75,3,609,0,23,66,3,63,0,0,64,2,32,3,0,26,0,5
2019,TN,7467,1170,421,5876,2823,4632,10,2,7265,202,4268,2886,22,56,16,219,679,41,637,1,0,677,2,362,297,2,7,0,11
2019,TX,25848,4249,1523,20076,9404,16361,66,17,18884,6964,14984,9622,202,245,77,718,1806,233,1566,5,2,1572,234,993,734,7,33,2,37
2019,UT,2798,565,190,2043,1108,1673,12,5,2190,608,2159,276,41,131,77,114,211,9,201,1,0,182,29,169,21,3,8,4,6
2019,VA,5783,1346,367,4070,2318,3452,9,4,5313,470,2208,3100,97,41,11,326,447,57,389,1,0,429,18,177,244,0,6,1,19
2019,VI,314,0,6,308,73,236,0,5,270,44,46,228,0,6,0,34,13,3,10,0,0,12,1,3,10,0,0,0,0
2019,VT,1089,251,136,702,461,616,9,3,1047,42,925,85,19,8,1,51,87,6,81,0,0,86,1,77,4,0,1,0,5
2019,WA,21577,3557,2123,15897,8820,12190,246,321,18506,3071,12590,4436,510,1751,635,1655,1585,229,1288,53,15,1359,226,985,265,48,120,37,130
2019,WI,4538,1303,286,2949,1947,2578,9,4,4124,414,2545,1393,42,234,4,320,359,12,347,0,0,346,13,257,81,1,6,0,14
2019,WV,1397,153,94,1150,529,868,0,0,1362,35,1161,190,8,6,2,30,137,7,130,0,0,131,6,106,27,0,1,0,3
2019,WY,548,81,69,398,172,376,0,0,481,67,456,31,0,29,3,29,51,1,50,0,0,50,1,37,7,0,4,1,2
2020,AK,1949,326,197,1426,828,1114,3,4,1823,126,634,137,22,890,40,226,94,9,85,0,0,86,8,50,11,1,23,0,9
2020,AL,3351,528,198,2625,1294,1988,9,4,3214,126,1462,1755,2,37,11,73,329,22,307,0,0,324,5,152,166,0,1,2,8
2020,AR,2366,195,258,1913,798,1561,5,2,2313,53,1353,901,4,42,21,45,188,12,175,1,0,185,3,72,110,0,4,2,0
2020,AS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,AZ,10979,1722,824,8433,4228,6694,43,14,8624,2355,6901,2289,77,1027,60,625,921,79,838,4,0,826,95,641,171,8,44,7,50
2020,CA,161548,16141,13391,132016,53505,105737,1601,705,109582,51966,87439,49610,3240,6386,1784,13089,11401,1062,10200,94,45,9345,2056,6494,3157,186,433,131,1000
2020,CO,9846,1364,734,7748,3198,6562,53,33,7565,2281,6411,1808,51,527,136,913,1044,99,939,2,4,908,136,712,185,6,46,16,79
2020,CT,2905,585,208,2112,1107,1785,6,7,2058,847,1519,1065,16,34,10,261,199,14,185,0,0,177,22,116,75,1,4,0,3
2020,DC,6380,1432,548,4400,2577,3746,48,9,5823,557,506,5618,38,26,20,172,302,35,265,1,1,255,47,38,255,1,2,0,6
2020,DE,1165,266,71,828,463,701,0,1,1064,101,412,678,3,7,1,64,78,10,68,0,0,74,4,36,39,0,2,0,1
2020,FL,27487,4637,1588,21262,9743,17670,52,22,23442,4045,15102,11042,128,328,73,814,2436,189,2241,5,1,2272,164,1550,791,13,32,6,44
2020,GA,10234,1667,530,8037,3743,6340,44,107,9714,520,3031,6708,92,64,21,318,764,89,672,1,2,730,34,241,501,0,8,0,14
2020,GU,790,291,81,418,357,431,2,0,771,19,21,3,14,1,727,24,21,2,19,0,0,19,2,3,2,1,0,13,2
2020,HI,6458,1101,396,4961,2521,3874,36,27,5523,935,1469,295,564,83,2160,1887,485,49,430,3,3,418,67,182,60,48,10,74,111
2020,IA,2647,535,200,1912,993,1642,9,3,2464,183,1760,596,19,121,9,142,154,10,144,0,0,150,4,119,21,3,5,0,6
2020,ID,2315,592,149,1574,1035,1276,3,1,1901,414,1904,52,13,230,17,99,178,18,158,2,0,165,13,162,2,0,5,1,8
2020,IL,10431,2212,958,7261,4300,6096,32,3,9302,1129,3671,6333,96,82,21,228,736,55,681,0,0,692,44,259,447,10,9,0,11
2020,IN,5625,978,352,4295,2182,3420,16,7,5278,347,3492,1783,37,50,21,242,530,34,493,3,0,506,24,305,205,0,4,2,14
2020,KS,2449,407,213,1829,928,1516,3,2,2184,265,1512,553,15,96,2,271,203,13,190,0,0,197,6,145,38,0,14,0,6
2020,KY,4011,581,268,3162,1607,2393,8,3,3875,136,2826,996,19,22,20,128,399,27,372,0,0,389,10,251,139,0,2,2,5
2020,LA,3173,396,275,2502,967,2192,11,3,3085,88,1165,1908,21,29,5,45,378,16,359,1,2,368,10,158,205,1,1,0,13
2020,MA,17975,7092,1404,9479,8891,9039,33,12,11790,6185,9903,6538,198,86,87,1163,836,53,778,5,0,750,86,583,201,7,8,2,35
2020,MD,6360,1215,346,4799,2568,3753,31,8,5994,366,2211,3755,56,60,26,252,464,21,442,0,1,459,5,167,287,0,4,0,6
2020,ME,2097,480,149,1468,940,1143,8,6,2013,84,1631,310,3,48,7,98,103,8,95,0,0,100,3,90,9,0,3,0,1
2020,MI,8638,2239,658,5741,3770,4855,8,5,8154,484,4023,3937,53,100,29,496,639,36,603,0,0,625,14,298,309,2,8,0,22
2020,MN,7940,2140,932,4868,3408,4485,25,22,7295,645,3016,3302,145,795,50,632,315,25,287,3,0,298,17,183,96,1,14,5,16
2020,MO,6527,1482,693,4352,2952,3540,23,12,6201,326,3522,2489,35,87,22,372,453,32,421,0,0,446,7,267,159,4,8,3,12
2020,MP,1207,409,117,681,576,631,0,0,1207,0,7,0,438,0,758,4,9,1,8,0,0,9,0,2,0,0,0,7,0
2020,MS,1107,165,53,889,395,709,3,0,1089,18,512,554,3,11,5,22,68,6,61,1,0,67,1,31,36,0,0,0,1
2020,MT,1545,328,98,1119,630,896,10,9,1398,147,1087,51,4,300,10,93,165,12,152,1,0,151,14,136,2,0,21,0,6
2020,NC,9280,1634,561,7085,3614,5646,18,2,8820,460,4060,4757,30,93,20,320,798,62,735,1,0,776,22,385,385,1,7,2,18
2020,ND,541,115,46,380,226,314,1,0,501,40,285,95,1,131,1,28,49,3,46,0,0,47,2,41,3,0,5,0,0
2020,NE,2404,463,181,1760,897,1501,6,0,2075,329,1588,543,22,71,15,165,153,9,144,0,0,144,9,110,31,0,4,3,5
2020,NH,1675,373,118,1184,735,935,5,0,1491,184,1474,98,16,6,7,74,116,14,102,0,0,107,9,106,5,0,3,0,2
2020,NJ,9662,2053,717,6892,4030,5614,14,4,7690,1972,3681,5418,58,88,48,369,595,41,554,0,0,525,70,230,324,2,6,4,29
2020,NM,3333,482,221,2630,1197,2103,19,14,2008,1325,2011,227,14,831,38,212,252,12,237,1,2,179,73,150,22,2,65,1,12
2020,NV,6900,383,549,5968,2050,4839,11,0,5856,1044,4394,1884,128,147,121,226,924,61,862,1,0,852,72,519,300,8,29,14,54
2020,NY,91271,27968,8199,55104,41881,48905,442,43,60412,30859,21777,62198,937,500,1248,4611,1251,86,1161,2,2,1080,171,506,681,8,8,9,39
2020,OH,10655,1999,842,7814,4210,6400,43,2,10168,487,5350,4662,54,78,22,489,730,44,683,3,0,712,18,382,318,1,3,2,24
2020,OK,3932,490,305,3137,1402,2500,24,6,3642,290,2451,815,13,411,9,233,325,16,306,2,1,311,14,206,69,2,35,1,12
2020,OR,14655,2030,944,11681,5443,9072,72,68,13271,1384,11916,839,112,711,167,910,1329,114,1202,8,5,1248,81,1051,102,8,64,18,86
2020,PA,13375,3048,1000,9327,5388,7910,60,17,11632,1743,5854,6793,65,62,56,545,977,70,904,2,1,929,48,534,411,5,8,3,16
2020,PR,2451,110,79,2262,517,1924,10,0,56,2395,1039,465,3,16,6,922,88,8,80,0,0,10,78,36,20,1,0,1,30
